chart_id,track_id,artist_id,chart_name,week_date,peak_position,current_position,weeks_on_chart,movement
CHT_01949,TRK_04810,ART_0503,Indie Spotlight,2026-04-06,46,53,8,-30
CHT_01950,TRK_05460,ART_0487,Top 100 Global,2021-06-29,41,41,9,-10
CHT_01951,TRK_00531,ART_0437,Hot 100,2025-12-07,93,100,4,-13
CHT_01952,TRK_00531,ART_0437,Indie Spotlight,2026-02-08,91,100,14,-2
CHT_01953,TRK_00129,ART_0311,Top 100 Global,2022-03-17,19,25,1,6
CHT_01954,TRK_03933,ART_0355,Top Streaming,2025-12-10,13,23,8,23
CHT_01955,TRK_00531,ART_0437,Indie Spotlight,2026-02-08,86,97,3,17
CHT_01956,TRK_00129,ART_0311,Top Streaming,2024-11-21,8,24,35,-30
CHT_01957,TRK_05505,ART_0135,Weekend Anthems,2025-07-11,6,8,23,-16
CHT_01958,TRK_04955,ART_0089,Hot 100,2026-03-15,9,10,3,-3
CHT_01959,TRK_00764,ART_0515,Top Streaming,2026-04-27,77,82,4,30
CHT_01960,TRK_04278,ART_0319,Hot 100,2023-02-27,40,55,7,19
CHT_01961,TRK_04955,ART_0089,Viral 50,2026-03-22,3,9,18,-12
CHT_01962,TRK_05667,ART_0154,Viral 50,2024-04-21,38,44,2,-28
CHT_01963,TRK_04309,ART_0255,New Music Friday,2026-04-27,78,98,1,-27
CHT_01964,TRK_04955,ART_0089,New Music Friday,2026-03-22,7,24,34,18
CHT_01965,TRK_05261,ART_0378,Top Streaming,2020-10-22,50,56,1,-13
CHT_01966,TRK_00531,ART_0437,Viral 50,2026-01-18,52,59,6,19
CHT_01967,TRK_05288,ART_0559,New Music Friday,2026-04-27,38,42,9,-18
CHT_01968,TRK_05663,ART_0243,Weekend Anthems,2026-02-14,81,82,40,-29
CHT_01969,TRK_03196,ART_0611,Viral 50,2024-05-30,55,61,1,19
CHT_01970,TRK_04254,ART_0597,New Music Friday,2026-04-27,41,49,1,-22
CHT_01971,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,44,53,52,16
CHT_01972,TRK_03397,ART_0217,New Music Friday,2026-04-27,99,100,7,0
CHT_01973,TRK_02618,ART_0646,Viral 50,2023-04-17,76,91,4,-9
CHT_01974,TRK_05923,ART_0377,Weekend Anthems,2025-10-07,77,80,40,-12
CHT_01975,TRK_01461,ART_0626,Indie Spotlight,2024-01-08,51,69,12,-18
CHT_01976,TRK_01517,ART_0007,Weekend Anthems,2026-03-11,26,32,5,-22
CHT_01977,TRK_03933,ART_0355,Hot 100,2025-07-02,13,22,21,-3
CHT_01978,TRK_05505,ART_0135,Indie Spotlight,2025-04-11,23,32,15,4
CHT_01979,TRK_04955,ART_0089,Top Streaming,2026-04-05,8,26,12,-22
CHT_01980,TRK_05663,ART_0243,Top 100 Global,2026-03-28,99,100,11,-8
CHT_01981,TRK_03351,ART_0414,New Music Friday,2020-02-21,35,35,2,0
CHT_01982,TRK_05923,ART_0377,Indie Spotlight,2025-12-23,28,48,23,5
CHT_01983,TRK_03933,ART_0355,Indie Spotlight,2025-12-17,26,29,1,0
CHT_01984,TRK_00129,ART_0311,New Music Friday,2022-09-08,29,42,3,-15
CHT_01985,TRK_05422,ART_0064,Viral 50,2026-04-27,23,23,1,30
CHT_01986,TRK_01473,ART_0109,Top Streaming,2026-02-24,65,70,2,-20
CHT_01987,TRK_05956,ART_0229,Weekend Anthems,2023-10-19,86,91,6,5
CHT_01988,TRK_00129,ART_0311,Hot 100,2022-09-22,16,35,1,-13
CHT_01989,TRK_03933,ART_0355,Indie Spotlight,2025-07-09,29,49,52,-6
CHT_01990,TRK_03933,ART_0355,Viral 50,2025-07-09,12,19,52,5
CHT_01991,TRK_02741,ART_0474,Indie Spotlight,2022-09-05,45,48,6,2
CHT_01992,TRK_01517,ART_0007,Weekend Anthems,2026-02-11,56,59,1,-18
CHT_01993,TRK_01911,ART_0677,Top Streaming,2026-01-06,26,43,2,-24
CHT_01994,TRK_05505,ART_0135,Indie Spotlight,2025-03-21,26,32,16,-12
CHT_01995,TRK_01108,ART_0513,Indie Spotlight,2026-04-27,56,71,4,28
CHT_01996,TRK_04955,ART_0089,New Music Friday,2026-04-19,10,18,38,18
CHT_01997,TRK_05505,ART_0135,Hot 100,2025-05-02,29,36,50,-29
CHT_01998,TRK_04309,ART_0255,Viral 50,2026-04-27,100,100,8,-4
CHT_01999,TRK_00457,ART_0627,Viral 50,2026-04-27,90,90,4,22
CHT_02000,TRK_00129,ART_0311,Hot 100,2023-08-03,12,20,6,-2
